from_code,from_lat,from_lng,from_name,name,number,rescheduled_date,rescheduled_time,time_diff,to_code,to_lat,to_lng,to_name
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT HTE  EXPRESS,12874,03-08-2018,23:30,03:45,HTE,23.2991479,85.3234589,HATIA
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH MAIL,13006,03-08-2018,22:00,03:20,HWH,22.5882216,88.323139,HOWRAH JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH EXPRESS,13050,04-08-2018,01:30,07:20,HWH,22.5882216,88.323139,HOWRAH JN
PNBE,25.6093239,85.1235252,PATNA JN,PNBE-GAYA -BBU  INTERCITY,13243,03-08-2018,19:15,01:30,BBU,25.0415131,83.6086173,BHABUA ROAD
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,JAN SADHARAN EXP,13258,03-08-2018,14:30,01:00,DNR,25.6358901,85.0474045,DANAPUR
BSB,25.3356491,83.0076292,VARANASI JN,BSB-SGRL INTERCITY EXP,13345,03-08-2018,19:00,04:50,SGRL,24.1974432,82.6661453,SINGRAULI
MLDT,25.0168233,88.1299053,MALDA TOWN,FARAKKA EXPRESS,13483,03-08-2018,22:00,02:50,DLI,37.3690819,97.36011,DELHI
HW,29.9384473,78.1452985,HARIDWAR JN,HW ALD EXP,14116,03-08-2018,18:25,02:20,ALD,25.4381302,81.8338005,ALLAHABAD JN
ALD,25.4381302,81.8338005,ALLAHABAD JN,SANGAM EXPRESS,14163,03-08-2018,18:45,01:00,MTC,28.9789661,77.6756994,MEERUT CITY
NDLS,39.0317139,-90.2612233,NEW DELHI,AGC INTERCITY EXPRESS,14212,03-08-2018,19:20,01:45,AGC,27.1752554,78.0098161,AGRA CANTT
BE,28.3523609,79.4096542,BAREILLY,BE - NBVJ EXP.,14321,03-08-2018,13:45,07:45,BHUJ,23.2472446,69.668339,BHUJ
GCT,25.58363,83.5681593,GHAZIPUR CITY,GCT-SVDK EXP,14611,03-08-2018,11:00,02:30,SVDK,32.9828033,74.9351643,SH MATA V DEVI KATRA
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR DDN PASS,14632,04-08-2018,01:30,03:20,DDN,30.3255646,78.0436813,DEHRADUN
JYG,26.5881,86.1399,JAYNAGAR,SARYUYAMUNA EXP,14649,03-08-2018,11:00,03:45,ASR,31.6343083,74.8736788,AMRITSAR JN
ASR,31.6343083,74.8736788,AMRITSAR JN,SHAHEED EXP,14674,03-08-2018,20:30,08:35,JYG,26.5881,86.1399,JAYNAGAR
NDLS,39.0317139,-90.2612233,NEW DELHI,NDLS-JUC EXPRESS,14681,03-08-2018,16:30,01:45,JUC,31.3323762,75.576889,JALANDHAR CITY
JUC,31.3323762,75.576889,JALANDHAR CITY,JUC-NDLS EXPRESS,14682,03-08-2018,07:30,03:20,NDLS,39.0317139,-90.2612233,NEW DELHI
BSB,25.3356491,83.0076292,VARANASI JN,MARUDHAR EXPRES,14863,03-08-2018,20:00,01:45,JU,26.2967719,73.0351433,JODHPUR JN
CDG,30.7194022,76.7646552,CHANDIGARH,LJN SRE EXP,15012,03-08-2018,20:00,02:55,LJN,26.8311093,80.9243976,LUCKNOWJN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVR-MAU-EXP,15026,03-08-2018,22:00,09:05,MAU,26.0468558,83.437242595,MAU JN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-GTNR INTERCITY EXP,15069,03-08-2018,07:30,03:30,BNZ,26.8689884,80.9614569,BADSHAHNAGAR
LJN,26.8311093,80.9243976,LUCKNOWJN,CHITRAKOOT EXP,15205,03-08-2018,18:15,00:45,JBP,23.1608938,79.9497702,JABALPUR
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT - KYQ EXPRESS,15622,04-08-2018,01:30,01:45,KYQ,26.1666801,91.7053530389,KAMAKHYA
DLI,37.3690819,97.36011,DELHI,CHAMPARAN HUMSAFAR EXP,15706,04-08-2018,02:00,12:15,KIR,25.5433817,87.5690417,KATIHAR JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-KIR EXPRESS,15708,03-08-2018,08:45,01:35,KIR,25.5433817,87.5690417,KATIHAR JN
GUV,10.5950431,76.0417924,GURUVAYUR,GUV CHENNAI EXP,16128,03-08-2018,23:25,02:00,MS,13.0783662,80.261168463,CHENNAI EGMORE
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,03-08-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
ASR,31.6343083,74.8736788,AMRITSAR JN,JALLIANWALABAGH  EXPRESS,18104,03-08-2018,13:45,01:10,TATA,22.8015194,86.2029579,TATANAGAR JN
MURI,47.2756613,8.3377829,MURI,JAT MURI SBP EXPRESS,18310,03-08-2018,14:05,05:55,SBP,21.4,83.883333,SAMBALPUR
HBJ,24.385837,91.4126358,HABIBGANJ,HBJ-JBP INTERCITY S.F,22187,03-08-2018,06:30,01:20,JBP,23.1608938,79.9497702,JABALPUR
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT-BGP GARIB RATH,22406,04-08-2018,04:30,11:35,BGP,25.2494829,86.9828131,BHAGALPUR
MTC,28.9789661,77.6756994,MEERUT CITY,RAJYA RANI EXP,22454,03-08-2018,07:00,02:05,LJN,26.8311093,80.9243976,LUCKNOWJN
AGC,27.1752554,78.0098161,AGRA CANTT,AGC-JHS PASS,51816,03-08-2018,17:00,02:15,JHS,25.44715405,78.566749703,JHANSI JN
SBG,25.03329485,87.6855916105,SAHIBGANJ JN,SBG-AZ PASSENGER,53022,03-08-2018,15:35,01:20,AZ,24.2385912,88.2561263,AZIMGANJ JN
ALD,25.4381302,81.8338005,ALLAHABAD JN,JNU-ALD-PASS,54107,03-08-2018,18:45,01:45,JNU,25.7472,82.689,JAUNPUR JN
JNU,25.7472,82.689,JAUNPUR JN,ALD-JNU-PASS,54108,03-08-2018,09:30,03:55,ALD,25.4381302,81.8338005,ALLAHABAD JN
PRG,25.4689167,81.8677005,PRAYAG,PRG-BE PASS.,54371,03-08-2018,09:30,05:30,FD,28.1212947,76.120467,FAIZABAD JN
FD,28.1212947,76.120467,FAIZABAD JN,FD-PRG PASSENGER,54372,03-08-2018,15:40,02:20,PRG,25.4689167,81.8677005,PRAYAG
PRG,25.4689167,81.8677005,PRAYAG,PRG-FD PASSENGER,54373,03-08-2018,10:45,03:00,FD,28.1212947,76.120467,FAIZABAD JN
PRG,25.4689167,81.8677005,PRAYAG,PRG- JNU PASS.,54375,03-08-2018,09:20,02:30,JNU,25.7472,82.689,JAUNPUR JN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-CPR PASSANGER,55020,03-08-2018,11:00,02:30,CPR,25.7784105,84.7514507,CHHAPRA
GKP,26.75845,83.3752175,GORAKHPUR,GKP-GD  PASSENGER,55025,03-08-2018,09:00,03:40,GD,27.25,82.0,GONDA JN
NTV,27.4272664,83.418656,NAUTANWA,NTV-GKP PASSENGER,55044,03-08-2018,07:15,01:00,GKP,26.75845,83.3752175,GORAKHPUR
LJN,26.8311093,80.9243976,LUCKNOWJN,LJN-JEA  PASSENGER,55050,03-08-2018,08:05,02:50,JEA,26.802234,83.3604681,NAKAHA JUNGLE
NKE,27.102923,84.4646072,NARKATIAGANJ JN,NKE-GKP PASSENGER,55073,03-08-2018,09:00,04:30,GKP,26.75845,83.3752175,GORAKHPUR
KPV,23.4339229,86.6668896,KASHIPUR,KPV-RMR PASSENGER,55313,03-08-2018,17:00,01:25,RMR,26.543193,86.5398757,RAMNAGAR
KSJ,27.8077034,78.6456226,KASGANJ,KSJ-MTJ  PASSENGER,55339,03-08-2018,15:20,03:10,MTJ,27.4955539,77.6855554,MATHURA JN
BC,28.3562014,79.4031723,BAREILLY CITY,BC-KSJ PASSENGER,55344,03-08-2018,11:00,03:30,KSJ,27.8077034,78.6456226,KASGANJ
PNBE,25.6093239,85.1235252,PATNA JN,KAMLA GANGA FAST PASS,55528,03-08-2018,15:50,00:20,JYG,26.5881,86.1399,JAYNAGAR
BJP,16.8269911,75.7175387,BIJAPUR,BJP-SUR PASSENGER,57686,03-08-2018,00:35,00:30,SUR,17.6715272,75.8975502,SOLAPUR JN
BSP,22.0785627,82.1476475,BILASPUR JN,BSP-TIG PASSENGER,58214,03-08-2018,07:50,01:00,TIG,20.288849,83.1552029,TITLAGARH
DOS,24.90776,84.1901412,DEHRI ON SONE,DOS-GAYA MEMU,63290,03-08-2018,17:00,02:00,GAYA,24.7964355,85.0079563,GAYA JN
AGC,27.1752554,78.0098161,AGRA CANTT,AGC-NZM EMU,64953,03-08-2018,16:55,00:40,NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN
BJU,25.4676424,85.9904136,BARAUNI JN,BJU-SC,07010,01-08-2018,12:45,05:35,SC,17.4690889,78.5059176,SECUNDERABAD JN
NDLS,39.0317139,-90.2612233,NEW DELHI,POORVATTAR S KRANTI EXP,12502,02-08-2018,02:40,02:55,GHY,26.1805978,91.753943,GUWAHATI
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH MAIL,13006,02-08-2018,02:30,07:50,HWH,22.5882216,88.323139,HOWRAH JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH EXPRESS,13050,01-08-2018,22:30,04:20,HWH,22.5882216,88.323139,HOWRAH JN
JAT,32.7060401,74.8799925,JAMMU TAWI,GHY-JAT LOHIT EXPRESS,15652,02-08-2018,03:30,04:45,GHY,26.1805978,91.753943,GUWAHATI
CDG,30.7194022,76.7646552,CHANDIGARH,CDG-DBRG EXPRESS,15904,02-08-2018,00:30,01:15,DBRG,27.4844597,94.9019447,DIBRUGARH
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-VSKP HIRAKUD EXP.,18508,02-08-2018,04:30,04:45,VSKP,17.7231276,83.3012842,VISAKHAPATNAM
SRC,22.5749512,88.2706699,SANTRAGACHI JN,SRC-JBP SF SPL,02192,02-08-2018,22:40,02:00,JBP,23.1608938,79.9497702,JABALPUR
PUNE,18.5203062,73.8543185,PUNE JN,PUNE-GKP EXPRESS,11037,02-08-2018,20:20,04:05,GKP,26.75845,83.3752175,GORAKHPUR
BJU,25.4676424,85.9904136,BARAUNI JN,GWL BJU MAIL,11123,02-08-2018,20:30,01:45,GWL,26.2037247,78.1573628,GWALIOR JN.
NDLS,39.0317139,-90.2612233,NEW DELHI,NDLS-BBS DURONTO,12282,02-08-2018,14:30,01:35,BBS,20.2665668,85.8437586,BHUBANESWAR
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR KOAA SUP EXP,12358,02-08-2018,14:15,08:20,KOAA,22.5677459,88.3476023,KOLKATA
JSM,26.9116615,70.9124888,JAISALMER,JSM HWH SF EXPRESS,12372,02-08-2018,03:30,02:20,HWH,22.5882216,88.323139,HOWRAH JN
GKP,26.75845,83.3752175,GORAKHPUR,RAPTISAGAR EXPRESS,12511,02-08-2018,13:05,06:30,TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL
LTT,19.069143,72.8922731,LOKMANYATILAK,LTT-GKP-SUPER-FAST,12542,02-08-2018,12:40,01:30,GKP,26.75845,83.3752175,GORAKHPUR
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-NED SACHKHAND EXP,12716,02-08-2018,07:30,01:55,NED,18.916667,77.5,NANDED
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT HTE EXPRESS,12818,02-08-2018,22:00,02:15,HTE,23.2991479,85.3234589,HATIA
ASN,23.6871297,86.9746587,ASANSOL JN,PARASNATH EXP,12942,02-08-2018,21:00,01:10,BVC,21.7819741,72.141243,BHAVNAGAR TRMUS
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH MAIL,13006,03-08-2018,00:15,05:35,HWH,22.5882216,88.323139,HOWRAH JN
HWH,22.5882216,88.323139,HOWRAH JN,BAGH EXPRESS,13019,03-08-2018,03:30,05:45,KGM,29.26621,79.54376,KATHGODAM
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH EXPRESS,13050,02-08-2018,23:00,04:50,HWH,22.5882216,88.323139,HOWRAH JN
RXL,26.9833256,84.8523069,RAXAUL JN,SADBHAWANA EXP.,14017,03-08-2018,03:55,04:00,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
PRG,25.4689167,81.8677005,PRAYAG,UNCHAHAR EXP,14217,02-08-2018,17:05,03:00,CDG,30.7194022,76.7646552,CHANDIGARH
BHUJ,23.2472446,69.668339,BHUJ,BE - NBVJ,14312,02-08-2018,19:10,06:30,BE,28.3523609,79.4096542,BAREILLY
JYG,26.5881,86.1399,JAYNAGAR,SHAHEED EXPRESS,14673,02-08-2018,11:15,04:00,ASR,31.6343083,74.8736788,AMRITSAR JN
ASR,31.6343083,74.8736788,AMRITSAR JN,SHAHEED EXP,14674,02-08-2018,19:45,07:50,JYG,26.5881,86.1399,JAYNAGAR
LJN,26.8311093,80.9243976,LUCKNOWJN,LJN-SRE EXP,15011,03-08-2018,01:00,02:00,CDG,30.7194022,76.7646552,CHANDIGARH
GKP,26.75845,83.3752175,GORAKHPUR,GKP-ANVT-EXPRESS,15057,03-08-2018,00:55,04:00,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
GKP,26.75845,83.3752175,GORAKHPUR,GKP-PNVL EXP,15065,02-08-2018,06:30,01:00,PNVL,18.9898853,73.1217843,PANVEL
G,21.455228,80.1962729,GONDIA JN,GONDIA - BJU EXPRESS,15232,02-08-2018,23:00,02:00,BJU,25.4676424,85.9904136,BARAUNI JN
APDJ,26.4851573,89.5246926,ALIPUR DUAR JN,SIKKIM MAHANANDA EXPRESS,15483,02-08-2018,15:30,06:05,DLI,37.3690819,97.36011,DELHI
DLI,37.3690819,97.36011,DELHI,SIKKIM MAHANANDA EXPRESS,15484,02-08-2018,11:40,05:05,APDJ,26.4851573,89.5246926,ALIPUR DUAR JN
NDLS,39.0317139,-90.2612233,NEW DELHI,NDLS - SCL PSK EXPRESS,15602,03-08-2018,01:00,01:15,SCL,24.829588,92.797148,SILCHAR
KIR,25.5433817,87.5690417,KATIHAR JN,CHAMPARAN HUMSAFAR EXP,15705,02-08-2018,15:15,09:35,DLI,37.3690819,97.36011,DELHI
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-KIR EXPRESS,15708,02-08-2018,14:00,06:50,KIR,25.5433817,87.5690417,KATIHAR JN
GUV,10.5950431,76.0417924,GURUVAYUR,GUV CHENNAI EXP,16128,02-08-2018,23:25,02:00,MS,13.0783662,80.261168463,CHENNAI EGMORE
MFP,26.1182898,85.3857888,MUZAFFARPUR JN,AVADH EXPRESS,19040,02-08-2018,13:00,07:00,BDTS,19.0623832,72.8428252,BANDRA TERMINUS
JAT,32.7060401,74.8799925,JAMMU TAWI,JAT ADI EXPRESS,19224,02-08-2018,10:50,03:00,ADI,23.0216238,72.5797068,AHMEDABAD JN
CDG,30.7194022,76.7646552,CHANDIGARH,CDG - PPTA SUPER FAST EXP,22356,02-08-2018,23:30,01:25,PPTA,19.1302585,72.8252967553,PATLIPUTRA
BGP,25.2494829,86.9828131,BHAGALPUR,BGP-ANVT GARIB RATH,22405,02-08-2018,18:30,05:00,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,04-08-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
ADRA,36.748834,-3.0203617,ADRA JN,ADRA ASANSOL PASSENGRT,58019,04-08-2018,15:30,01:00,ASN,23.6871297,86.9746587,ASANSOL JN
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,05-08-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-HW JAN SHATABDI EXP,12054,04-08-2018,08:45,01:55,HW,29.9384473,78.1452985,HARIDWAR JN
LKO,26.8381,80.9346001,LUCKNOW,GOMTI EXP,12419,04-08-2018,07:15,01:15,NDLS,39.0317139,-90.2612233,NEW DELHI
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-NED SACHKHAND EXP,12716,04-08-2018,09:30,03:55,NED,18.916667,77.5,NANDED
HWH,22.5882216,88.323139,HOWRAH JN,HWH-TIG ISPAT EXP,12871,04-08-2018,09:00,02:05,TIG,20.288849,83.1552029,TITLAGARH
BE,28.3523609,79.4096542,BAREILLY,BE -NBVJ EXP.,14311,04-08-2018,12:00,06:00,BHUJ,23.2472446,69.668339,BHUJ
ASR,31.6343083,74.8736788,AMRITSAR JN,SARYUYAMUNA EXP,14650,04-08-2018,14:30,02:35,JYG,26.5881,86.1399,JAYNAGAR
DLI,37.3690819,97.36011,DELHI,SIKKIM MAHANANDA EXPRESS,15484,04-08-2018,11:00,04:25,APDJ,26.4851573,89.5246926,ALIPUR DUAR JN
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,04-08-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
CKP,22.6727583,85.6201822,CHAKRADHARPUR,CKP-BBN EXPRESS,18403,04-08-2018,08:45,02:25,BBN,22.1015251,85.3810818,BARBIL
KLK,30.8366771,76.9369298,KALKA,KLK-SML SHIVALIK DELUXE,52451,04-08-2018,07:50,02:30,SML,31.1041526,77.1709729,SIMLA
KLK,30.8366771,76.9369298,KALKA,KLK-SML MAIL,52453,04-08-2018,08:10,02:10,SML,31.1041526,77.1709729,SIMLA
SLN,26.25,82.0,SULTANPUR,SLN-BSB PASS,54264,04-08-2018,08:00,01:25,BSB,25.3356491,83.0076292,VARANASI JN
PRG,25.4689167,81.8677005,PRAYAG,PRG-BE PASS.,54371,04-08-2018,08:00,04:00,FD,28.1212947,76.120467,FAIZABAD JN
PRG,25.4689167,81.8677005,PRAYAG,PRG-FD PASSENGER,54373,04-08-2018,09:30,01:45,FD,28.1212947,76.120467,FAIZABAD JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-PTKPASS,54613,04-08-2018,12:30,05:45,PTK,32.2692452,75.6528858,PATHANKOT
SGNR,29.2404865,73.5236379,SHRI GANGANAGAR,SGNR SDLP PASSENGER,54764,04-08-2018,06:45,01:45,SDLP,28.6415386,75.3852992,SADULPUR JN
NTV,27.4272664,83.418656,NAUTANWA,NTV-GKP PASSENGER,55044,04-08-2018,09:30,03:15,GKP,26.75845,83.3752175,GORAKHPUR
LJN,26.8311093,80.9243976,LUCKNOWJN,LJN-JEA  PASSENGER,55050,04-08-2018,07:35,02:20,JEA,26.802234,83.3604681,NAKAHA JUNGLE
MFP,26.1182898,85.3857888,MUZAFFARPUR JN,MFP-NKE PASSENGER,55207,04-08-2018,04:00,01:50,NKE,27.102923,84.4646072,NARKATIAGANJ JN
UBL,15.3518378,75.1379848,HUBLI JN,UBL-BZA  PASS,56502,05-08-2018,00:30,01:00,BZA,16.5087586,80.6185102,VIJAYAWADA JN
ADRA,36.748834,-3.0203617,ADRA JN,ADRA ASANSOL PASSENGRT,58019,04-08-2018,15:30,01:00,ASN,23.6871297,86.9746587,ASANSOL JN
KLK,30.8366771,76.9369298,KALKA,KLK-SML RMC,72451,04-08-2018,07:30,02:30,SML,31.1041526,77.1709729,SIMLA
GKP,26.75845,83.3752175,GORAKHPUR,GKP-NTV -DMU-PASS,75013,04-08-2018,08:45,02:30,NTV,27.4272664,83.418656,NAUTANWA
BJU,25.4676424,85.9904136,BARAUNI JN,BJU-SC,07010,01-08-2018,12:45,05:35,SC,17.4690889,78.5059176,SECUNDERABAD JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH MAIL,13006,02-08-2018,02:30,07:50,HWH,22.5882216,88.323139,HOWRAH JN
JAT,32.7060401,74.8799925,JAMMU TAWI,GHY-JAT LOHIT EXPRESS,15652,02-08-2018,03:30,04:45,GHY,26.1805978,91.753943,GUWAHATI
CDG,30.7194022,76.7646552,CHANDIGARH,CDG-DBRG EXPRESS,15904,02-08-2018,00:30,01:15,DBRG,27.4844597,94.9019447,DIBRUGARH
PUNE,18.5203062,73.8543185,PUNE JN,PUNE-GKP EXPRESS,11037,02-08-2018,20:20,04:05,GKP,26.75845,83.3752175,GORAKHPUR
BJU,25.4676424,85.9904136,BARAUNI JN,GWL BJU MAIL,11123,02-08-2018,20:30,01:45,GWL,26.2037247,78.1573628,GWALIOR JN.
GKP,26.75845,83.3752175,GORAKHPUR,RAPTISAGAR EXPRESS,12511,02-08-2018,13:05,06:30,TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL
ASN,23.6871297,86.9746587,ASANSOL JN,PARASNATH EXP,12942,02-08-2018,21:00,01:10,BVC,21.7819741,72.141243,BHAVNAGAR TRMUS
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH MAIL,13006,03-08-2018,00:15,05:35,HWH,22.5882216,88.323139,HOWRAH JN
HWH,22.5882216,88.323139,HOWRAH JN,BAGH EXPRESS,13019,03-08-2018,03:30,05:45,KGM,29.26621,79.54376,KATHGODAM
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH EXPRESS,13050,02-08-2018,23:00,04:50,HWH,22.5882216,88.323139,HOWRAH JN
RXL,26.9833256,84.8523069,RAXAUL JN,SADBHAWANA EXP.,14017,03-08-2018,03:55,04:00,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
BHUJ,23.2472446,69.668339,BHUJ,BE - NBVJ,14312,02-08-2018,19:10,06:30,BE,28.3523609,79.4096542,BAREILLY
JYG,26.5881,86.1399,JAYNAGAR,SHAHEED EXPRESS,14673,02-08-2018,11:15,04:00,ASR,31.6343083,74.8736788,AMRITSAR JN
ASR,31.6343083,74.8736788,AMRITSAR JN,SHAHEED EXP,14674,02-08-2018,19:45,07:50,JYG,26.5881,86.1399,JAYNAGAR
G,21.455228,80.1962729,GONDIA JN,GONDIA - BJU EXPRESS,15232,02-08-2018,23:00,02:00,BJU,25.4676424,85.9904136,BARAUNI JN
APDJ,26.4851573,89.5246926,ALIPUR DUAR JN,SIKKIM MAHANANDA EXPRESS,15483,02-08-2018,15:30,06:05,DLI,37.3690819,97.36011,DELHI
DLI,37.3690819,97.36011,DELHI,SIKKIM MAHANANDA EXPRESS,15484,02-08-2018,11:40,05:05,APDJ,26.4851573,89.5246926,ALIPUR DUAR JN
NDLS,39.0317139,-90.2612233,NEW DELHI,NDLS - SCL PSK EXPRESS,15602,03-08-2018,01:00,01:15,SCL,24.829588,92.797148,SILCHAR
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-KIR EXPRESS,15708,02-08-2018,14:00,06:50,KIR,25.5433817,87.5690417,KATIHAR JN
MFP,26.1182898,85.3857888,MUZAFFARPUR JN,AVADH EXPRESS,19040,02-08-2018,13:00,07:00,BDTS,19.0623832,72.8428252,BANDRA TERMINUS
CBE,11.0018115,76.9628425,COIMBATORE JN,LOKMANYA TT EXP,11014,03-08-2018,11:15,02:20,LTT,19.069143,72.8922731,LOKMANYATILAK
AMH,26.0,83.0,AZAMGARH,AMH-LTT EXPRESS,11054,03-08-2018,07:30,02:10,LTT,19.069143,72.8922731,LOKMANYATILAK
BSB,25.3356491,83.0076292,VARANASI JN,BSB-LTT SF EXPRESS,12168,03-08-2018,11:45,01:20,LTT,19.069143,72.8922731,LOKMANYATILAK
JAT,32.7060401,74.8799925,JAMMU TAWI,JAT-BSB EXP.,12238,03-08-2018,15:30,01:30,BSB,25.3356491,83.0076292,VARANASI JN
HWH,22.5882216,88.323139,HOWRAH JN,HWH MUMBAI MAIL,12321,03-08-2018,22:30,00:30,CSMT,19.0543469,72.8703314308,C SHIVAJI MAHARAJ T
HWH,22.5882216,88.323139,HOWRAH JN,VIBHUTI EXPRESS,12333,03-08-2018,21:10,01:10,ALY,25.4394887,81.8498592,ALLAHABAD CITY
ASR,31.6343083,74.8736788,AMRITSAR JN,KARMABHOOMI SUPERFAST,12408,03-08-2018,18:15,08:45,NJP,26.6838881,88.4460283619,NEW JALPAIGURI
PPTA,19.1302585,72.8252967553,PATLIPUTRA,PPTA LJN S F,12529,03-08-2018,17:30,01:40,LJN,26.8311093,80.9243976,LUCKNOWJN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT HTE  EXPRESS,12874,04-08-2018,01:00,05:15,HTE,23.2991479,85.3234589,HATIA
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH MAIL,13006,04-08-2018,00:30,05:50,HWH,22.5882216,88.323139,HOWRAH JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR HWH EXPRESS,13050,04-08-2018,01:45,07:35,HWH,22.5882216,88.323139,HOWRAH JN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,JAN SADHARAN EXP,13258,03-08-2018,14:30,01:00,DNR,25.6358901,85.0474045,DANAPUR
BSB,25.3356491,83.0076292,VARANASI JN,BSB-SGRL INTERCITY EXP,13345,03-08-2018,19:00,04:50,SGRL,24.1974432,82.6661453,SINGRAULI
MLDT,25.0168233,88.1299053,MALDA TOWN,FARAKKA EXPRESS,13483,03-08-2018,22:00,02:50,DLI,37.3690819,97.36011,DELHI
HW,29.9384473,78.1452985,HARIDWAR JN,HW ALD EXP,14116,03-08-2018,18:25,02:20,ALD,25.4381302,81.8338005,ALLAHABAD JN
ALD,25.4381302,81.8338005,ALLAHABAD JN,SANGAM EXPRESS,14163,03-08-2018,18:45,01:00,MTC,28.9789661,77.6756994,MEERUT CITY
BE,28.3523609,79.4096542,BAREILLY,BE - NBVJ EXP.,14321,03-08-2018,13:45,07:45,BHUJ,23.2472446,69.668339,BHUJ
GCT,25.58363,83.5681593,GHAZIPUR CITY,GCT-SVDK EXP,14611,03-08-2018,11:00,02:30,SVDK,32.9828033,74.9351643,SH MATA V DEVI KATRA
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR DDN PASS,14632,04-08-2018,02:30,04:20,DDN,30.3255646,78.0436813,DEHRADUN
JYG,26.5881,86.1399,JAYNAGAR,SARYUYAMUNA EXP,14649,03-08-2018,11:00,03:45,ASR,31.6343083,74.8736788,AMRITSAR JN
ASR,31.6343083,74.8736788,AMRITSAR JN,SHAHEED EXP,14674,03-08-2018,22:00,10:05,JYG,26.5881,86.1399,JAYNAGAR
BSB,25.3356491,83.0076292,VARANASI JN,MARUDHAR EXPRES,14863,03-08-2018,20:00,01:45,JU,26.2967719,73.0351433,JODHPUR JN
CDG,30.7194022,76.7646552,CHANDIGARH,LJN SRE EXP,15012,03-08-2018,20:00,02:55,LJN,26.8311093,80.9243976,LUCKNOWJN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVR-MAU-EXP,15026,03-08-2018,23:00,10:05,MAU,26.0468558,83.437242595,MAU JN
LJN,26.8311093,80.9243976,LUCKNOWJN,CHITRAKOOT EXP,15205,03-08-2018,18:15,00:45,JBP,23.1608938,79.9497702,JABALPUR
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT - KYQ EXPRESS,15622,04-08-2018,01:30,01:45,KYQ,26.1666801,91.7053530389,KAMAKHYA
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-KIR EXPRESS,15708,03-08-2018,08:45,01:35,KIR,25.5433817,87.5690417,KATIHAR JN
GUV,10.5950431,76.0417924,GURUVAYUR,GUV CHENNAI EXP,16128,03-08-2018,23:25,02:00,MS,13.0783662,80.261168463,CHENNAI EGMORE
ASR,31.6343083,74.8736788,AMRITSAR JN,JALLIANWALABAGH  EXPRESS,18104,03-08-2018,13:45,01:10,TATA,22.8015194,86.2029579,TATANAGAR JN
